Code,"Indicator Name","Long definition","Source"
SH.ANM.ALLW.ZS,"Prevalence of anemia among women of reproductive age (% of women ages 15-49)","Prevalence of anemia among women of reproductive age refers to the combined prevalence of both non-pregnant with haemoglobin levels below 12 g/dL and pregnant women with haemoglobin levels below 11 g/dL.","World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/gho/data/node.main.1?lang=en)."
SH.HIV.1524.FE.ZS,"Prevalence of HIV, female (% ages 15-24)","Prevalence of HIV, female is the percentage of females who are infected with HIV. Youth rates are as a percentage of the relevant age group.","UNAIDS estimates."
SH.HIV.1524.MA.ZS,"Prevalence of HIV, male (% ages 15-24)","Prevalence of HIV, male is the percentage of males who are infected with HIV. Youth rates are as a percentage of the relevant age group.","UNAIDS estimates."
SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)","Prevalence of HIV refers to the percentage of people ages 15-49 who are infected with HIV.","UNAIDS estimates."
SH.STA.OWAD.ZS,"Prevalence of overweight (% of adults)","Prevalence of overweight adults is the percentage of adults ages 18 and over whose Body Mass Index (BMI) is more than 25 kg/m2. Body Mass Index (BMI) is a simple index of weight-for-height, or the weight in kilograms divided by the square of the height in meters.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.STA.OWGH.ZS,"Prevalence of overweight, weight for height (% of children under 5)","Prevalence of overweight children is the percentage of children under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.","UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME). Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology."
SH.STA.OWGH.FE.ZS,"Prevalence of overweight, weight for height, female (% of children under 5)","Prevalence of overweight, female, is the percentage of girls under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries."
SH.STA.OWAD.FE.ZS,"Prevalence of overweight, female (% of female adults)","Prevalence of overweight female adults is the percentage of females ages 18 and over whose Body Mass Index (BMI) is more than 25 kg/m2. Body Mass Index (BMI) is a simple index of weight-for-height, or the weight in kilograms divided by the square of the height in meters.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.STA.OWGH.MA.ZS,"Prevalence of overweight, weight for height, male (% of children under 5)","Prevalence of overweight, male, is the percentage of boys under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries."
SH.STA.OWAD.MA.ZS,"Prevalence of overweight, male (% of male adults)","Prevalence of overweight male adults is the percentage of males ages 18 and over whose Body Mass Index (BMI) is more than 25 kg/m2. Body Mass Index (BMI) is a simple index of weight-for-height, or the weight in kilograms divided by the square of the height in meters.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.SVR.WAST.ZS,"Prevalence of severe wasting, weight for height (% of children under 5)","Prevalence of severe wasting is the proportion of children under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.","UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME). Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology."
SH.SVR.WAST.FE.ZS,"Prevalence of severe wasting, weight for height, female (% of children under 5)","Prevalence of severe wasting, female, is the proportion of girls under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries."
SH.SVR.WAST.MA.ZS,"Prevalence of severe wasting, weight for height, male (% of children under 5)","Prevalence of severe wasting, male, is the proportion of boys under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries."
SH.PRG.SYPH.ZS,"Prevalence of syphilis (% of women attending antenatal care)","Percentage of women attending antenatal care seropositive for syphilis","World Health Organization's Global Health Observatory Data Repository"
SN.ITK.DEFC.ZS,"Prevalence of undernourishment (% of population)","Population below minimum level of dietary energy consumption (also referred to as prevalence of undernourishment) shows the percentage of the population whose food intake is insufficient to meet dietary energy requirements continuously. Data showing as 5 may signify a prevalence of undernourishment below 5%.","Food and Agriculture Organization (http://www.fao.org/publications/en/)."
SH.STA.WAST.ZS,"Prevalence of wasting, weight for height (% of children under 5)","Prevalence of wasting is the proportion of children under age 5 whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.","UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME). Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology."
SH.STA.WAST.FE.ZS,"Prevalence of wasting, weight for height, female (% of children under 5)","Prevalence of wasting, female, is the proportion of girls under age 5 whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries."
SH.STA.WAST.MA.ZS,"Prevalence of wasting, weight for height, male (% of children under 5)","Prevalence of wasting, male,is the proportion of boys under age 5 whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.","World Health Organization, Global Database on Child Growth and Malnutrition. Country-level data are unadjusted data from national surveys, and thus may not be comparable across countries."
SE.PRM.CMPT.FE.ZS,"Primary completion rate, female (% of relevant age group)","Primary completion rate, or gross intake ratio to the last grade of primary education, is the number of new entrants (enrollments minus repeaters) in the last grade of primary education, regardless of age, divided by the population at the entrance age for the last grade of primary education. Data limitations preclude adjusting for students who drop out during the final year of primary education.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.PRM.CMPT.MA.ZS,"Primary completion rate, male (% of relevant age group)","Primary completion rate, or gross intake ratio to the last grade of primary education, is the number of new entrants (enrollments minus repeaters) in the last grade of primary education, regardless of age, divided by the population at the entrance age for the last grade of primary education. Data limitations preclude adjusting for students who drop out during the final year of primary education.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.PRM.CMPT.ZS,"Primary completion rate, total (% of relevant age group)","Primary completion rate, or gross intake ratio to the last grade of primary education, is the number of new entrants (enrollments minus repeaters) in the last grade of primary education, regardless of age, divided by the population at the entrance age for the last grade of primary education. Data limitations preclude adjusting for students who drop out during the final year of primary education.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SH.DYN.0514,"Probability of dying at age 5-14 years (per 1,000 children age 5)","Probability of dying between age 5-14 years of age expressed per 1,000 children aged 5, if subject to age-specific mortality rates of the specified year.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.UHC.NOP1.ZS,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)","Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure, expressed as a percentage of a total population of a country","Wagstaff et al. Progress on Impoverishing Health Spending: Results for 122 Countries. A Retrospective Observational Study, Lancet Global Health 2017."
SH.UHC.NOP2.ZS,"Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)","Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure, expressed as a percentage of a total population of a country","Wagstaff et al. Progress on Impoverishing Health Spending: Results for 122 Countries. A Retrospective Observational Study, Lancet Global Health 2017."
SH.UHC.OOPC.10.ZS,"Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)","Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure, expressed as a percentage of a total population of a country","Wagstaff et al. Progress on catastrophic health spending: results for 133 countries. A retrospective observational study, Lancet Global Health 2017."
SH.UHC.OOPC.25.ZS,"Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%)","Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure, expressed as a percentage of a total population of a country","Wagstaff et al. Progress on catastrophic health spending: results for 133 countries. A retrospective observational study, Lancet Global Health 2017."
SE.XPD.TOTL.GD.ZS,"Government expenditure on education, total (% of GDP)","General government expenditure on education (current, capital, and transfers) is expressed as a percentage of GDP. It includes expenditure funded by transfers from international sources to government. General government usually refers to local, regional and central governments.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.ENR.ORPH,"Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14","Ratio of school attendance of orphans to school attendance of non orphans is the ratio of school attendance of orphans to school attendance of non orphans ages 10-14.","Household surveys such as Demographic and Health Surveys (DHS) , Multiple Indicator Cluster Surveys (MICS), Reproductive Health Surveys (RHS) and AIDS Indicator Surveys (AIS), maintained in UNICEF Global Databases."
SE.ADT.1524.LT.FM.ZS,"Literacy rate, youth (ages 15-24), gender parity index (GPI)","Gender parity index for youth literacy rate is the ratio of females to males ages 15-24 who can both read and write with understanding a short simple statement about their everyday life.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SH.SGR.CRSK.ZS,"Risk of catastrophic expenditure for surgical care (% of people at risk)","The proportion of population at risk of catastrophic expenditure when surgical care is required. Catastrophic expenditure is defined as direct out of pocket payments for surgical and anaesthesia care exceeding 10% of total income.","The Program in Global Surgery and Social Change (PGSSC) at Harvard Medical School (https://www.pgssc.org/)"
SH.SGR.IRSK.ZS,"Risk of impoverishing expenditure for surgical care (% of people at risk)","The proportion of population at risk of impoverishing expenditure when surgical care is required. Impoverishing expenditure is defined as direct out of pocket payments for surgical and anaesthesia care which drive people below a poverty threshold (using a threshold of $1.25 PPP/day).","The Program in Global Surgery and Social Change (PGSSC) at Harvard Medical School (https://www.pgssc.org/)"
SP.RUR.TOTL,"Rural population","Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population. Aggregation of urban and rural population may not add up to total population because of different country coverages.","World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision."
SP.RUR.TOTL.ZS,"Rural population (% of total population)","Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population.","World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision."
SP.RUR.TOTL.ZG,"Rural population growth (annual %)","Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population.","World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision."
SI.POV.RUHC,"Rural poverty headcount ratio at national poverty lines (% of rural population)","Rural poverty headcount ratio is the percentage of the rural population living below the national poverty lines.","World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines."
SE.PRM.ENRR,"School enrollment, primary (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Primary education provides children with basic reading, writing, and mathematics skills along with an elementary understanding of such subjects as history, geography, natural science, social science, art, and music.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.PRM.NENR,"School enrollment, primary (% net)","Net enrollment rate is the ratio of children of official school age who are enrolled in school to the population of the corresponding official school age. Primary education provides children with basic reading, writing, and mathematics skills along with an elementary understanding of such subjects as history, geography, natural science, social science, art, and music.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.PRM.ENRR.FE,"School enrollment, primary, female (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Primary education provides children with basic reading, writing, and mathematics skills along with an elementary understanding of such subjects as history, geography, natural science, social science, art, and music.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.PRM.NENR.FE,"School enrollment, primary, female (% net)","Net enrollment rate is the ratio of children of official school age who are enrolled in school to the population of the corresponding official school age. Primary education provides children with basic reading, writing, and mathematics skills along with an elementary understanding of such subjects as history, geography, natural science, social science, art, and music.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.PRM.ENRR.MA,"School enrollment, primary, male (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Primary education provides children with basic reading, writing, and mathematics skills along with an elementary understanding of such subjects as history, geography, natural science, social science, art, and music.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.PRM.NENR.MA,"School enrollment, primary, male (% net)","Net enrollment rate is the ratio of children of official school age who are enrolled in school to the population of the corresponding official school age. Primary education provides children with basic reading, writing, and mathematics skills along with an elementary understanding of such subjects as history, geography, natural science, social science, art, and music.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.SEC.ENRR,"School enrollment, secondary (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.SEC.NENR,"School enrollment, secondary (% net)","Net enrollment rate is the ratio of children of official school age who are enrolled in school to the population of the corresponding official school age. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.SEC.ENRR.FE,"School enrollment, secondary, female (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.SEC.NENR.FE,"School enrollment, secondary, female (% net)","Net enrollment rate is the ratio of children of official school age who are enrolled in school to the population of the corresponding official school age. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.SEC.ENRR.MA,"School enrollment, secondary, male (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.SEC.NENR.MA,"School enrollment, secondary, male (% net)","Net enrollment rate is the ratio of children of official school age who are enrolled in school to the population of the corresponding official school age. Secondary education completes the provision of basic education that began at the primary level, and aims at laying the foundations for lifelong learning and human development, by offering more subject- or skill-oriented instruction using more specialized teachers.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.TER.ENRR,"School enrollment, tertiary (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SE.TER.ENRR.FE,"School enrollment, tertiary, female (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.","UNESCO Institute for Statistics (http://uis.unesco.org/)"
SP.POP.BRTH.MF,"Sex ratio at birth (male births per female births)","Sex ratio at birth refers to male births per female births. The data are 5 year averages.","United Nations Population Division. World Population Prospects: 2017 Revision."
SL.EMP.INSV.FE.ZS,"Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","Share of women in wage employment in the nonagricultural sector is the share of female workers in wage employment in the nonagricultural sector (industry and services), expressed as a percentage of total employment in the nonagricultural sector. Industry includes mining and quarrying (including oil production), manufacturing, construction, electricity, gas, and water, corresponding to divisions 2-5 (ISIC revision 2) or tabulation categories C-F (ISIC revision 3). Services include wholesale and retail trade and restaurants and hotels; transport, storage, and communications; financing, insurance, real estate, and business services; and community, social, and personal services-corresponding to divisions 6-9 (ISIC revision 2) or tabulation categories G-Q (ISIC revision 3).","International Labour Organization."
SH.PRV.SMOK.FE,"Smoking prevalence, females (% of adults)","Prevalence of smoking, female is the percentage of women ages 15 and over who currently smoke any tobacco product on a daily or non-daily basis. It excludes smokeless tobacco use. The rates are age-standardized.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.PRV.SMOK.MA,"Smoking prevalence, males (% of adults)","Prevalence of smoking, male is the percentage of men ages 15 and over who currently smoke any tobacco product on a daily or non-daily basis. It excludes smokeless tobacco use. The rates are age-standardized.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.PRV.SMOK,"Smoking prevalence, total (ages 15+)","Prevalence of smoking is the percentage of men and women ages 15 and over who currently smoke any tobacco product on a daily or non-daily basis. It excludes smokeless tobacco use. The rates are age-standardized.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.MED.SAOP.P5,"Specialist surgical workforce (per 100,000 population)","Specialist surgical workforce is the number of specialist surgical, anaesthetic, and obstetric (SAO) providers who are working in each country per 100,000 population.","The Lancet Commission on Global Surgery (www.lancetglobalsurgery.org)."
SH.STA.SUIC.P5,"Suicide mortality rate (per 100,000 population)","Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.STA.SUIC.FE.P5,"Suicide mortality rate, female (per 100,000 female population)","Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.STA.SUIC.MA.P5,"Suicide mortality rate, male (per 100,000 male population)","Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SP.DYN.TO65.FE.ZS,"Survival to age 65, female (% of cohort)","Survival to age 65 refers to the percentage of a cohort of newborn infants that would survive to age 65, if subject to age specific mortality rates of the specified year.","United Nations Population Division. World Population Prospects: 2017 Revision."
SP.DYN.TO65.MA.ZS,"Survival to age 65, male (% of cohort)","Survival to age 65 refers to the percentage of a cohort of newborn infants that would survive to age 65, if subject to age specific mortality rates of the specified year.","United Nations Population Division. World Population Prospects: 2017 Revision."
SP.MTR.1519.ZS,"Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)","Teenage mothers are the percentage of women ages 15-19 who already have children or are currently pregnant.","Demographic and Health Surveys."
SH.ALC.PCAP.LI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Total alcohol per capita consumption is defined as the total (sum of recorded and unrecorded alcohol) amount of alcohol consumed per person (15 years of age or older) over a calendar year, in litres of pure alcohol, adjusted for tourist consumption.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.ALC.PCAP.FE.LI,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","Total alcohol per capita consumption is defined as the total (sum of recorded and unrecorded alcohol) amount of alcohol consumed per person (15 years of age or older) over a calendar year, in litres of pure alcohol, adjusted for tourist consumption.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.ALC.PCAP.MA.LI,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","Total alcohol per capita consumption is defined as the total (sum of recorded and unrecorded alcohol) amount of alcohol consumed per person (15 years of age or older) over a calendar year, in litres of pure alcohol, adjusted for tourist consumption.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SH.TBS.DTEC.ZS,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (all forms) is the number of new and relapse tuberculosis cases notified to WHO in a given year, divided by WHO's estimate of the number of incident tuberculosis cases for the same year, expressed as a percentage. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
SH.TBS.MORT,"Tuberculosis death rate (per 100,000 people)","Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
SH.TBS.CURE.ZS,"Tuberculosis treatment success rate (% of new cases)","Tuberculosis treatment success rate is the percentage of all new tuberculosis cases (or new and relapse cases for some countries) registered under a national tuberculosis control programme in a given year that successfully completed treatment, with or without bacteriological evidence of success ("cured" and "treatment completed" respectively).","World Health Organization, Global Tuberculosis Report."
SH.UHC.SRVS.CV.XD,"UHC service coverage index","Coverage index for essential health services (based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, noncommunicable diseases and service capacity and access). It is presented on a scale of 0 to 100. Values greater than or equal to 80 are presented as 80 as the index does not provide fine resolution at high values.","Hogan et al. An index of the coverage of essential health services for monitoring UHC within the SDGs, Lancet Global Health 2017."
SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment refers to the share of the labor force that is without work but available for and seeking employment.","International Labour Organization, ILOSTAT database. Data retrieved in September 2018."
SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment refers to the share of the labor force that is without work but available for and seeking employment.","International Labour Organization, ILOSTAT database. Data retrieved in September 2018."
SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment refers to the share of the labor force that is without work but available for and seeking employment.","International Labour Organization, ILOSTAT database. Data retrieved in September 2018."
SP.UWT.TFRT,"Unmet need for contraception (% of married women ages 15-49)","Unmet need for contraception is the percentage of fertile, married women of reproductive age who do not want to become pregnant and are not using contraception.","Household surveys, including Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by United Nations Population Division."
SP.URB.TOTL,"Urban population","Urban population refers to people living in urban areas as defined by national statistical offices. It is calculated using World Bank population estimates and urban ratios from the United Nations World Urbanization Prospects. Aggregation of urban and rural population may not add up to total population because of different country coverages.","World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision."
SP.URB.TOTL.IN.ZS,"Urban population (% of total)","Urban population refers to people living in urban areas as defined by national statistical offices. The data are collected and smoothed by United Nations Population Division.","United Nations Population Division. World Urbanization Prospects: 2018 Revision."
SP.URB.GROW,"Urban population growth (annual %)","Urban population refers to people living in urban areas as defined by national statistical offices. It is calculated using World Bank population estimates and urban ratios from the United Nations World Urbanization Prospects.","World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision."
SI.POV.URHC,"Urban poverty headcount ratio at national poverty lines (% of urban population)","Urban poverty headcount ratio is the percentage of the urban population living below the national poverty lines.","World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines."
SN.ITK.VITA.ZS,"Vitamin A supplementation coverage rate (% of children ages 6-59 months)","Vitamin A supplementation refers to the percentage of children ages 6-59 months old who received at least two doses of vitamin A in the previous year.","United Nations Children's Fund, State of the World's Children."
SP.DYN.WFRT,"Wanted fertility rate (births per woman)","Wanted fertility rate is an estimate of what the total fertility rate would be if all unwanted births were avoided.","Demographic and Health Surveys."
SP.M15.2024.FE.ZS,"Women who were first married by age 15 (% of women ages 20-24)","Women who were first married by age 15 refers to the percentage of women ages 20-24 who were first married by age 15.","Demographic and Health Surveys (DHS)"
SP.M18.2024.FE.ZS,"Women who were first married by age 18 (% of women ages 20-24)","Women who were first married by age 18 refers to the percentage of women ages 20-24 who were first married by age 18.","Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), AIDS Indicator Surveys(AIS), Reproductive Health Survey(RHS), and other household surveys."
SH.DYN.AIDS.FE.ZS,"Women's share of population ages 15+ living with HIV (%)","Prevalence of HIV is the percentage of people who are infected with HIV. Female rate is as a percentage of the total population ages 15+ who are living with HIV.","UNAIDS estimates."
